skillMatchScore,creditFairness,deadlineRealism,completionRate,avgRating,lateRatio,workloadScore,experienceLevel,proposalRelevanceScore,keywordCoverageScore,success,archetype
0.9085119702177018,0.9962513767644265,0.9744228724751709,0.9832798284119089,0.9080904330848347,0.009154302657105366,0.05620210214437215,0.8655558077887158,0.932869974010782,0.901639199063724,0,expert
0.927806360332347,0.9749830631101337,0.9633484127271372,0.9597711293048576,0.9171964673871438,0.007256332694446232,0.14015436094464132,0.804463028453483,0.8386155447948073,0.9041760925545872,1,expert
0.8446061404396826,0.9683955353241309,0.9252001241738016,0.9462306022635155,0.9806659282898901,0.005739527256657353,0.08767559227405963,0.9961092976621796,0.8852186573100022,0.8943047592651981,1,expert
0.9751906059579637,0.9246696298591627,0.9083487100516411,0.9124266509783516,0.9923167263097477,0.011654772994964285,0.10431265126052891,0.9409584629835244,0.8978257190231411,0.9518219867161937,1,expert
0.9713783739002833,0.9059063798984467,0.9078155392509336,0.9311199657509863,1.0,0.01279491556023908,0.12919373375878718,0.7941975006490213,0.9871057465823945,0.9196015174031938,1,expert
0.9804585304727211,0.928908978932487,0.8710371519444865,0.9365742039198447,0.9563180113910481,0.0,0.16967901940377889,0.9941658712811567,0.9264265873415184,0.9133542741579513,1,expert
0.9123764217958747,0.8842895825494209,0.933808380454833,0.9619009157302418,0.9108995305936648,0.0,0.1848669728582054,0.8642458113238917,0.9516517911803466,0.9458815172596798,1,expert
0.9740318971575769,0.890374765745867,0.9310496079011368,0.9849295881294737,0.9802928904674665,0.013291038759858691,0.10175934830803945,0.9783242311765555,0.965168993968628,0.9166153036796817,0,expert
0.9300003121941108,0.9295473995780107,0.9926378077479038,0.9995560850747135,0.9675942010215547,0.010509212683523117,0.09696381136265447,0.8549709248860733,0.9469803168585095,0.9942187672806475,1,expert
0.8909834551403567,0.9175570134422075,0.9618592762930064,0.9761041728000136,0.9865288872948608,0.021873876439541404,0.14824974198028618,0.9777653049832893,0.9348233173470526,0.9603033136969558,1,expert
0.9236376830938963,0.9646038281003957,0.9607584798224997,0.9312587996893908,1.0,0.005977473153765046,0.08267358507739901,0.7932040855655005,0.9126248974419562,0.882779582698975,1,expert
0.9400069158982921,0.9275068928159365,0.9355816502553104,0.982286125445838,0.9377746945305618,0.0,0.16977330457464915,0.8479916259798537,0.9756473730931655,0.8895228080197184,1,expert
0.9782732536847046,0.9136511831570441,0.9374725345170885,0.944300482062154,0.9666090537310162,0.013359030838841397,0.06595257619199026,0.9665463221938516,0.8934369062182808,0.9443839877922231,1,expert
0.9378962944471635,0.9892221506783477,0.9930353410078766,0.9581255587989898,0.9490141881596709,0.0,0.10007865459018682,0.9687040446699215,0.865541419855944,0.8995555990746499,1,expert
0.9127455879551729,0.915447182384505,0.8904464770528906,0.9795765037896854,0.901201863374804,0.0,0.07233107282185375,0.9776143743695441,0.9542645574416064,0.9322442117779336,1,expert
0.9413306069484667,0.9732708291305638,0.9701343784894044,0.9135138761712893,0.9241276488416786,0.01873155762897208,0.056786615258593603,0.8855271542699521,0.9889533137101708,0.9441268919985171,1,expert
0.8313231798155448,0.9953425116450433,0.9109824551941652,0.9463333565334217,0.9695865210714372,0.016406851607105543,0.18654221236842458,0.8877535145018173,0.9144968298123323,1.0,1,expert
0.9492663123621514,0.9678599292156537,0.9048585992589966,0.9608705817195727,0.9448257468810929,0.005463488695762477,0.12049194215066628,0.815903560988359,0.9920352675696612,0.9333747624827975,1,expert
0.8645816413271201,0.950269334828263,0.8560496366443222,0.9757971337873089,0.9502680173719515,0.004186228810980372,0.08682071262666635,0.8474582196074603,1.0,0.9649384537372241,1,expert
0.8853126169732849,0.9807440769884765,0.9385981794632687,0.9451308733468238,0.9798816812500368,0.001361030323759076,0.1118916036607499,0.9264280326889555,0.9125456999024779,0.9927796434323577,1,expert
0.9755706718155176,0.9245316486308759,0.989764605674913,0.9154105465171655,0.9886179428229981,0.016121497811519832,0.18734056122568046,0.9914901649448562,0.9791117394114792,0.9080103368228158,1,expert
0.8849562239661953,0.9589157996102483,0.8992561108849972,0.9432707713714611,0.9280727019269328,0.025521489562648905,0.10078688063535228,0.8720547526131993,0.937592911812053,0.9578702877029486,0,expert
0.9914801716996953,0.9869574552820932,0.9171737368870811,0.9371943254616385,0.928186664599038,0.0064824280327705885,0.1903128245793627,0.9936357231337284,0.9916787202037625,0.9965577760945594,1,expert
0.9420140909232714,0.9733327352634662,0.9395207559551298,0.9934266371523927,0.9664872050667613,0.01924528198678202,0.18203874914135665,0.9563048412807845,0.946726909733435,0.9581300434596719,1,expert
0.9419257305039828,0.954189153700945,0.9214772216018087,0.9925107547913209,0.9231623351229573,0.00958084512517234,0.141601585718971,0.8895765060668762,0.8757270046003242,0.9817917171561058,1,expert
0.9023585181899411,0.9847924401367204,0.8996356784409314,0.9785340315895972,0.9216006932832645,0.0,0.05571403209710259,0.7847496241462069,0.9029874491567532,0.9414489146539476,1,expert
0.9003276529594254,0.8783382018759449,0.9887591869791262,0.9168820021564892,0.9680684521761127,0.029411371480380512,0.12076591142085917,0.952535345308558,0.9379163218805913,0.9296231020150006,1,expert
0.9038174728234845,0.9246518456286247,0.8787439291877632,0.9395261659577685,0.9409314462409837,0.023019437147430145,0.08275865905117594,0.8629030335002055,0.8862082672529356,0.9255177379965942,1,expert
0.9352093441016472,0.9157954078496674,0.9252223709567894,0.9381183773383628,0.9973999141585884,0.0,0.08141043918821515,0.9710506472741478,0.8811259459519928,0.9068356770494042,1,expert
0.9457102902192347,0.9898704349195404,0.9182715286203895,0.9737063783033784,0.9310069102069238,0.018067285320871353,0.10589433651851901,0.960190135205325,0.9123299517423921,0.936838644065782,1,expert
0.8573741743018635,1.0,0.9028682361663981,0.9912279816854139,0.9472108687558456,0.01218481359093954,0.17071518850102013,0.9875031197235757,0.9267679645265061,0.9577051435050083,1,expert
0.9495493242861488,0.9724324045601057,0.8592528288079629,0.9353402048447869,0.9708848688895098,0.03492169573200315,0.10069876108211584,0.9166813277228444,0.9171608219252302,0.9558805796465104,1,expert
0.9519172342909998,0.9217887536813331,0.986006228215295,0.974095093061018,0.9533795004296645,0.0,0.18552474010161885,0.8824916577513756,0.9251838962420615,0.9595018955372642,1,expert
0.9022278520979666,0.9632054304164333,0.914759398090909,0.9580597072193128,0.9606145405954573,0.0165347575252089,0.15687386366522602,0.8534993125197223,0.9479774533508488,0.9897095291700375,1,expert
0.8545553610921777,0.9882133453202121,0.9889154657319797,0.9730213873633012,1.0,0.02368951429462385,0.1502049268838643,0.8875037829203606,0.9517172216294809,0.9250676745421563,1,expert
0.8981157608397882,0.9429466108772628,0.9186666361722309,0.9963602651066082,0.9405246453875694,0.015997940152829584,0.15390050872275715,0.8364905717660274,0.9425142218646024,0.8840837193173746,1,expert
0.9278591852647048,0.9805946123766694,0.9299329251378887,0.9293227820021709,0.9368392151145466,0.007263040802291187,0.10704794514443114,0.9556271935765857,0.8549761408804077,0.9986815832521103,1,expert
0.9387992096618372,0.9077973531703365,0.876397007818354,0.9892426860263529,0.9886445359360954,0.00018303482611620008,0.09159915874790642,0.8961638278724062,0.9163149008589208,0.8725137754727914,1,expert
0.8681775391363229,0.9118060833360925,0.9675803099704178,0.986606696084073,0.9811903589601689,0.01843376285073799,0.14316933358016937,0.8176831651822977,0.8784058678039129,0.9936203977359908,1,expert
