skillMatchScore,creditFairness,deadlineRealism,completionRate,avgRating,lateRatio,workloadScore,experienceLevel,proposalRelevanceScore,keywordCoverageScore,success
0.892759567310647,0.9125,1.0,0.44331238332969375,0.4452350449237786,0.125,0.4,0.613898019286257,0.8350701308454671,0.6365153060934252,1
0.4430887540256215,0.9122807017543859,0.8,0.4430431525906186,0.266670240428855,0.0,0.4,0.38823676709842325,0.49054166676235245,0.9201163885298185,1
0.9512635590233913,0.989247311827957,1.0,0.54395031229633,0.44576588377124393,0.1,0.1,0.6596842761989657,0.38708672931794563,0.8978280337621192,0
0.596487207741109,0.8714285714285714,0.4444444444444444,0.7546283208399303,0.23196645656884246,0.0,0.6,0.5557708294077383,0.31956165298499783,0.5262780497546016,0
0.57163535516832,0.8306010928961749,0.8421052631578947,0.6362030797183438,0.1615333013328218,0.0625,0.1,0.613898019286257,0.5994062109118976,0.9167501142371957,0
0.4707330756202879,0.9565217391304348,0.75,0.6870683189842306,0.24202477590199845,0.07142857142857142,0.3,0.5867777864565255,0.9882507022507852,0.8812545228616535,1
0.8182529633755713,0.8900709219858156,1.0,0.6375200641543437,0.3394808093828876,0.08,0.0,0.7059613126314263,0.7935700536789965,0.6167171777409891,1
0.7626094052589054,0.989247311827957,0.9375,0.7300708502830242,0.47133486646574757,0.08,0.0,0.7059613126314263,0.7946415152442856,0.4508614666659956,1
0.6766017258211915,0.7513513513513513,0.52,0.9710215775141393,0.9161183052234089,0.0,0.1,0.9266640174205345,0.383823267913214,0.981823329834866,1
0.656128197665669,0.9459459459459459,0.9666666666666667,0.7004413651057577,0.3225897868284832,0.0,0.1,0.38823676709842325,0.26089832056831874,0.6337755904995559,0
0.6430982275274616,0.9624217118997912,1.0,0.7300708502830242,0.47133486646574757,0.08,0.0,0.7059613126314263,0.6386256147780525,0.3623777225706031,1
0.3062427500608605,0.6825396825396826,0.8571428571428571,0.1538510924334039,0.5100715568016873,0.2222222222222222,0.0,0.6379982859432913,0.3734293991461784,0.6024741847199584,1
0.9103943334720774,0.9347826086956522,0.5,0.29764009049311174,0.36100058401380664,0.19047619047619047,0.1,0.6697641897061287,0.8969956082933048,0.760712476493054,0
0.5314640675144467,0.8688524590163934,0.4,0.16298820930579985,0.5344113508434369,0.25,0.2,0.7296225131497026,0.3704338128159166,0.9553820391417078,0
0.6219605573977216,0.8802228412256268,0.75,0.10106546037044847,0.5710574675896307,0.25,0.4,0.7296225131497026,0.9648686412674663,0.9977787546172086,0
0.3142149955516393,0.9254278728606357,0.7,0.7022904663738837,0.6224920755348637,0.08695652173913043,0.2,0.9205599781297086,0.7024960348151146,0.5891812483057213,0
0.9481217341761334,0.8639455782312925,0.5,0.71951959372978,0.17275066728409827,0.05555555555555555,0.2,0.6379982859432913,0.470339577674828,0.5655539304139017,1
0.676419766344953,0.9635416666666666,1.0,0.4350567422983095,0.58147469642133,0.16666666666666666,0.3,0.6379982859432913,0.7834676430832428,0.6580674234582711,0
0.3162259879063316,0.7321428571428572,0.6923076923076923,0.6973997895122275,0.4297010699436683,0.07142857142857142,0.2,0.5867777864565255,0.6801037413185245,0.7149723662693022,1
0.9330510344636078,0.9677975848188614,0.6333333333333333,0.8627914459836912,0.5780397282738358,0.022727272727272728,0.4,0.8248240703312607,0.525507353722473,0.312209933977886,1
0.8486119521909299,0.6880733944954128,0.5333333333333333,0.37020281640107944,0.09426388406818446,0.18181818181818182,0.3,0.764088502509945,0.42080772907251457,0.37988824908505425,1
0.8415214000192368,0.7870563674321504,0.6666666666666666,0.47817527982139807,0.5395114712236189,0.10526315789473684,0.1,0.649112469029166,0.850141102739822,0.4959582088371002,0
0.5712582306950069,0.8308823529411764,0.8,0.7168924192682461,0.8033422275901214,0.08,0.0,0.8519443031609923,0.6303577943580412,0.3537643709177092,1
0.44399784682747423,0.8561695685087055,0.8823529411764706,0.8519687390092631,0.7322204513738053,0.0,0.0,0.49892198580547814,0.6047473641912617,0.9859981012654375,1
0.4307603553934488,0.9945945945945946,0.84,0.6715420509314657,0.49947857652023425,0.07692307692307693,0.3,0.799302952252854,0.8248189268157087,0.3050770961535775,1
0.9784332570665502,0.8928571428571429,1.0,0.9710215775141393,0.9161183052234089,0.0,0.1,0.9266640174205345,0.8453423332344581,0.7750701053164091,1
0.48207688994880205,1.0,0.5909090909090909,0.543297420905863,0.12120658583680947,0.0,0.2,0.3003809664473759,0.95735960644706,0.5624007368545253,0
0.6221210422744674,0.9738562091503268,0.7647058823529411,0.044559574689763036,0.42235205173406243,0.2857142857142857,0.0,0.6697641897061287,0.7603945891037858,0.5224539024247412,0
0.9184101237446975,0.9282051282051282,0.8,0.6749488430478794,0.4899327493629241,0.09523809523809523,0.0,0.6697641897061287,0.8845864271305683,0.3605111201906641,1
0.3234882052185829,0.8909090909090909,0.7,0.29764009049311174,0.36100058401380664,0.19047619047619047,0.1,0.6697641897061287,0.7210206723554347,0.2055814482527752,0
0.6725871925299922,0.7919308357348703,0.8333333333333334,0.280924587669208,0.612892130979971,0.1935483870967742,0.2,0.7509524161184398,0.9151658587562048,0.5264558067608096,0
0.4291147593188679,0.8480463096960926,0.5217391304347826,0.7941614994154431,0.45305290854486924,0.05970149253731343,0.4,0.914278985733633,0.635766658555194,0.48079605852581103,1
0.9398669380834668,1.0,0.5909090909090909,0.7704456226289235,0.2830653366842067,0.06451612903225806,0.0,0.7509524161184398,0.8935873572071762,0.2470586170439365,1
0.3072144022339643,0.9516129032258065,1.0,0.19487254542712748,0.6036764176757693,0.21428571428571427,0.2,0.7296225131497026,0.7227566195641713,0.5674150257169059,1
0.30996886225528775,0.868421052631579,0.5,0.006710129068166095,0.4287131087418274,0.2631578947368421,0.1,0.649112469029166,0.7826072389224441,0.29934919672041566,0
0.9757365849122259,0.9622641509433962,0.8333333333333334,0.37020281640107944,0.09426388406818446,0.18181818181818182,0.3,0.764088502509945,0.7890529319467328,0.5116300786936301,0
0.7848854791494562,0.9764908256880734,0.6153846153846154,0.3387453855377989,0.19399895689034422,0.18181818181818182,0.0,0.764088502509945,0.47052166184876676,0.523905600238008,1
0.6216396999724303,0.951048951048951,0.5,0.8830993026206881,0.6032084535055106,0.02,0.2,0.8519443031609923,0.3871484373345408,0.2305943473338065,1
0.8930323382269791,0.7908571428571429,0.8666666666666667,0.530272671720252,0.26790191229483346,0.13333333333333333,0.1,0.6007619328947518,0.8747006148657264,0.277733988208134,0
0.4438477855319423,0.9793103448275862,1.0,0.3387453855377989,0.19399895689034422,0.18181818181818182,0.0,0.764088502509945,0.29197233321322413,0.854277556280989,1
0.33847464372123537,0.8449048152295633,1.0,0.4512106502000749,0.27429221598189546,0.1111111111111111,0.1,0.6379982859432913,0.9499509524711212,0.8077833866242841,0
0.8594425023596881,0.8235294117647058,0.5217391304347826,0.5256445342736399,0.6356493109058869,0.11904761904761904,0.1,0.8149733256083747,0.3376341522372138,0.6179220945533594,0
0.6812074229652292,0.9828571428571429,0.5925925925925926,0.1892731110235816,0.5668456795733445,0.24,0.2,0.7059613126314263,0.61640732774104,0.8741513285150504,0
0.45878809178643953,0.9538461538461538,0.7857142857142857,0.8917738889547031,0.8746844252851378,0.024390243902439025,0.3,0.8098747594226537,0.22541538738406963,0.4180552122082989,1
0.7357978183753942,0.9407407407407408,0.7692307692307693,0.5896310800990647,0.41076243180991395,0.07692307692307693,0.2,0.5718284755479183,0.261914991799951,0.9159053172271014,0
0.9415608635001642,0.9770114942528736,0.5714285714285714,0.645918446081028,0.23496220252900019,0.08571428571428572,0.2,0.7764735341968465,0.6811047152197665,0.3367460184790474,0
0.7599427406442094,0.7159090909090908,0.5862068965517241,0.7022904663738837,0.6224920755348637,0.08695652173913043,0.2,0.9205599781297086,0.8647862693430082,0.7409649880079427,0
0.9441286854185813,0.9796954314720813,0.5,0.6502445209798308,0.22189980388444366,0.0,0.2,0.38823676709842325,0.9610875192275199,0.4873283976632492,0
0.5319587006551061,0.654037886340977,0.9047619047619048,0.3331776976145804,0.2271482401755601,0.16666666666666666,0.1,0.5557708294077383,0.9240773049731004,0.5143529627452661,0
0.49010594059533774,0.8046068308181096,0.7777777777777778,0.5170991003181836,0.507963525550816,0.1,0.4,0.6596842761989657,0.8572199558880669,0.93573358512126,0
0.4567437805853943,0.98005698005698,1.0,0.3069593875011683,0.3156546486959508,0.2,0.4,0.6596842761989657,0.30735038360092304,0.2597201921304579,0
0.35575141577395086,0.6991744066047472,1.0,0.42023100043637207,0.34995859290665204,0.16666666666666666,0.0,0.7440731378420168,0.37303014275397867,0.7218985802630136,0
0.6049538921272426,0.964110929853181,0.7,0.7260291135678101,0.6091076186401191,0.06451612903225806,0.3,0.7509524161184398,0.37345273108353283,0.7878850665679145,0
0.599418250401301,0.8313253012048193,0.75,0.2603801096571797,0.6572005922536879,0.21052631578947367,0.1,0.649112469029166,0.827971867156845,0.914643676591689,0
0.5365912884074728,0.7589285714285714,0.9565217391304348,0.4489790762505307,0.7343361520464065,0.14285714285714285,0.3,0.7296225131497026,0.6975940237117624,0.8303727682281543,1
0.528195919619888,0.9076923076923077,0.8928571428571429,0.4407436141845911,0.2976991190783267,0.13333333333333333,0.0,0.6007619328947518,0.9285727549667913,0.7664489732753095,0
0.7104885534976688,0.9009009009009009,1.0,0.9440836355400131,0.7284342597646017,0.0,0.2,0.8248240703312607,0.503199111536465,0.5510988433108566,0
0.38503433234944695,0.8235294117647058,0.6666666666666666,0.3740166158639384,0.45363895050587544,0.1794871794871795,0.1,0.799302952252854,0.4560413778632073,0.7784363282016342,1
0.7978518934308387,0.8774703557312253,0.7333333333333333,0.5759868088013949,0.2949392222605659,0.10256410256410256,0.2,0.799302952252854,0.5238427260205053,0.9021186243920083,0
0.5740022193853183,0.7220588235294118,1.0,0.8425865674590832,0.9605532004599058,0.03773584905660377,0.2,0.864329334847894,0.6579544401662718,0.9687593899911908,0
0.8580853551655079,0.7106963388370424,0.8095238095238095,0.29683701298671694,0.1524729053810865,0.15384615384615385,0.1,0.5718284755479183,0.4640360350432789,0.5845208936693719,1
0.8955641611208289,0.7321428571428572,0.9166666666666666,0.9440836355400131,0.7284342597646017,0.0,0.2,0.8248240703312607,0.9215275492959243,0.74778786091294,0
0.5153403454060751,0.8462962962962963,0.6521739130434783,0.6803598838853265,0.6630791056047831,0.05263157894736842,0.3,0.649112469029166,0.9464606175033323,0.5796988189177881,0
