skillMatchScore,creditFairness,deadlineRealism,completionRate,avgRating,lateRatio,workloadScore,experienceLevel,proposalRelevanceScore,keywordCoverageScore,success,archetype
0.8753524603017122,0.9840512876894204,0.9357624401579165,0.9575163383842766,0.9200434420755386,0.0,0.114466014481373,0.863636291163342,0.9528644798998215,0.8563668258879764,1,expert_reliable
0.9253885316407062,0.9174643305490289,0.7980639831553342,1.0,0.9310264395061011,0.04111067041414923,0.15875951127509166,0.7748252106040862,0.9412193716235087,0.9336580948399124,1,expert_reliable
0.9653142912202933,0.8423164632561516,0.8016830370396987,0.8771870861133279,0.9452591352432298,0.0012994511128755042,0.1637906581033186,0.9835434781320312,0.9215819733792899,1.0,1,expert_reliable
0.9902246556097088,0.9646033915763674,0.8971180469378089,0.9403017429783604,0.9363653044376276,0.06473493574946049,0.18078956924170442,0.949038851626272,0.9292524356358061,0.9771017643771316,1,expert_reliable
0.8335318385116748,0.9441381931048286,0.979408152105195,0.9058222940205335,0.9327429996154536,0.009802739295035279,0.1388780222720981,0.9092793387774932,0.9132205896321471,0.9369857788709891,1,expert_reliable
0.990424414839821,0.887498619240674,0.9338368007101676,0.8596057390356169,0.9163957494640717,0.04331823768108732,0.13256015453835554,0.8425744773782222,0.8620315639410426,0.8634644479825456,1,expert_reliable
0.7921248501866036,0.9448078378408504,0.8740982656331036,0.8917829411423507,0.9251188263500758,0.07343972559220517,0.14700432502765776,0.7552911506416866,0.9164353913108594,0.9280372485108125,1,expert_reliable
0.8387037656128745,0.8768358392097558,0.9488021441382344,1.0,0.9158442626849262,0.024555773689919406,0.27967628883401796,0.8512034634497496,0.8572208715536872,0.8539772530730615,0,expert_reliable
0.9907238826461605,0.9488012330675711,0.86924579069598,1.0,1.0,0.02462466399711679,0.2736674499437174,0.7551257093724526,0.858787451388102,0.9547393756988668,1,expert_reliable
0.8459772345671425,0.8227453917948895,0.8985498740872924,0.9261493526746059,0.933828907368939,0.05465176333989719,0.2701948878103566,0.8708600847923523,0.9255104577534571,0.9342089105551106,1,expert_reliable
0.8435544058706779,0.9396858233416676,0.9053515951949432,0.992396397328703,0.9252718005423697,0.04288469128775943,0.17546797041395903,0.9281199460379548,0.9971750628513688,0.9073733824693386,1,expert_reliable
